Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2019-08-07,1772.803049370182,1743.9647004157305,-8.6616156,115.1268479,-8.6432449,115.1365468,0.8658610174215129,16.09000015258789,0.26694250106811523,3037,,,,,79297042,2295531,
2019-08-08,1760.0424113554384,1699.0113096237183,-8.7847925,115.1288764,-8.643305,115.1943842,0.9227439719164717,13.970000267028809,0.05704518035054207,3477,,,,,74663854,2083734,
2019-08-09,1752.7171138868289,118.74359130859375,-8.6550519,115.1266143,-8.6433301,115.1346219,1.1617351633665758,3.0799999237060547,0.3080534338951111,1032,,,,1395232,81503356,470426,
2019-08-10,2107.989775419224,6940.969249725342,-8.6434768,114.705848,-8.3029752,115.1569986,3.1525172172574507,21.670000076293945,0.2724168300628662,11292,,,,,60419084,7676200,
2019-08-11,1759.1490236847317,1238.8335582017899,-8.644898,114.7963673,-8.4079485,115.143546,2.5886213098128104,21.809999465942383,0.36932823061943054,3296,,,,,73316358,1930113,60890
2019-08-12,1675.7176454211478,306.9001359939575,-8.6554492,115.1266385,-8.6416629,115.1411407,0.9439987155049431,9.050000190734863,0.3225555419921875,1607,,,,,78173773,684123,
2019-08-13,1720.4961609920945,155.1463531255722,-8.6598199,115.1267374,-8.6433679,115.1366804,1.076647398533527,16.15999984741211,0.03497576341032982,917,,,,934381,76052339,428350,
2019-08-14,1763.5306738946385,1798.5144501924515,-8.66178,115.1267228,-8.6431,115.142381,1.098201335202473,10.739999771118164,0.09456034004688263,3378,,,,,79479568,2141630,
2019-08-15,1790.749390944685,2159.1463758051395,-8.6610896,115.1262956,-8.6433139,115.1344034,0.8047250031885363,10.390000343322754,0.24507959187030792,4560,,,,,78275933,2593401,
2019-08-16,1664.659740314258,247.46824193000793,-8.653451,115.1267309,-8.6433112,115.1353898,2.5762680955237194,8.550000190734863,0.171296626329422,1210,,,,,80836609,500587,
2019-08-17,1853.5925917052023,2617.164252728224,-8.6617431,115.1236444,-8.6433406,115.1375785,1.1378386552130133,15.640000343322754,0.1601611077785492,5006,,,,496354,78516829,3105781,
2019-08-18,1866.6200394980156,3259.643557190895,-8.66108,115.1251481,-8.6433148,115.1365845,1.3002005313994882,12.369999885559082,0.028912311419844627,5377,,,,,70928272,3852689,
2019-08-19,1817.6477569077783,2178.5406409054995,-8.6604972,115.1127505,-8.6204006,115.1586692,1.3224093636908236,15.15999984741211,0.013170712627470493,4769,,,,,74737604,3039858,
2019-08-20,1951.5234304728176,3239.073022477329,-8.6618515,115.1126979,-8.6203774,115.1435711,1.215955905872242,20.350000381469727,0.20421543717384338,4272,,,,1955974,74841224,3170659,
2019-08-21,1702.3383118293507,1022.6702169179916,-8.6617372,115.1289583,-8.6433243,115.1365663,3.5629911627625876,16.200000762939453,0.26213395595550537,1280,,,,,82301081,893552,70087
2019-08-22,1686.4066781961822,214.87298703193665,-8.6573631,115.1267309,-8.643309,115.1366086,1.893569855157962,8.75,0.271770179271698,1398,,,,,80970761,852056,
2019-08-23,1705.165715289116,463.40607583522797,-8.6538659,115.1265532,-8.6432827,115.1365601,0.856906430726661,10.510000228881836,0.25140947103500366,1209,,,,,79826301,1172897,
2019-08-24,2124.0270001252625,4990.979847311974,-8.7789654,115.1342311,-8.637076,115.6227609,6.5347366482496225,54.0,0.02944946102797985,11923,,,,,62684969,8056195,30223
2019-08-25,2076.5611851154463,11575.282707214355,-8.8175331,115.1343493,-8.6433828,115.6061145,1.5534936553882481,17.239999771118164,0.16926951706409454,7778,,,,2502639,60911396,4115454,
2019-08-26,1716.7079856888347,894.9733501672745,-8.6607418,115.1256541,-8.643377,115.1368749,0.8172316940080095,13.09000015258789,0.27901169657707214,2369,,,,,71826712,1364475,
2019-08-27,1751.9405823351813,1082.5200296640396,-8.6534644,115.1241172,-8.6394707,115.1345187,0.6166860575162896,2.0399999618530273,0.27806511521339417,2798,,,,,76985719,1949261,
2019-08-28,1791.7834620890544,1530.4838436841965,-8.6619416,115.1266242,-8.6433413,115.1379396,0.7826344874420417,16.889999389648438,0.2675723731517792,3121,,,,706380,76210935,1855333,
2019-08-29,1756.7561312838131,1692.6302148401737,-8.6602593,115.1265634,-8.6433715,115.1379126,1.3611031317705018,16.149999618530273,0.2409900426864624,2995,,,,,75877709,1712617,130346
2019-08-30,1699.3645107271702,429.06567192077637,-8.6597848,115.1254701,-8.6433627,115.1365636,1.1531654757152596,15.149999618530273,0.32314711809158325,1727,,,,,77271004,1076610,
2019-08-31,1769.297105098379,1276.480297923088,-8.6537781,115.1320108,-8.6415819,115.142335,0.8048292410910645,1.399999976158142,0.3395303189754486,3173,,,,,76858089,1537454,307046
2019-09-01,1736.860563197032,774.6576230227947,-8.6601217,115.1284903,-8.6433049,115.136866,1.667848674588608,14.460000038146973,0.04802022874355316,2229,,,,,81337224,1698964,
2019-09-02,1692.163971530766,191.8419367671013,-8.6600148,115.1256034,-8.6416742,115.1423292,1.2886316651067669,16.239999771118164,0.0303718950599432,864,,,,,76353999,957098,
2019-09-03,1793.194650428551,2023.2816858887672,-8.662246,115.1266728,-8.6432297,115.1365204,1.9858303566830755,14.210000038146973,0.33367812633514404,3983,,,,,70080602,2633989,
2019-09-04,1810.0639084604618,1822.1943137645721,-8.660478,115.1261956,-8.6431012,115.1423089,1.5870925528653366,17.549999237060547,0.04101043567061424,3801,,,,,49035156,2636900,121558
2019-09-05,1795.4085799095337,1766.922790646553,-8.6617729,115.126671,-8.6433874,115.1412461,2.7750877487274614,17.049999237060547,0.031382493674755096,3298,,,,,76164860,2670735,
2019-09-06,1699.5450183848177,571.1038305163383,-8.6537319,115.1267099,-8.6433692,115.1343685,0.7185278407144854,5.690000057220459,0.019719434902071953,2212,,,,,76878730,1079604,
2019-09-07,1757.3972420897771,1248.096389785409,-8.6617555,115.1282972,-8.643336,115.1365259,0.7933790024464367,8.930000305175781,0.13802194595336914,2817,,,,,49647170,2039827,
2019-09-08,2261.4267116795027,7789.85208876431,-8.6436863,115.1342569,-8.4147073,115.3162812,2.439805888531099,18.40999984741211,0.00884723849594593,13352,,,,446208,57522658,9916038,
2019-09-09,1749.9825471504143,1522.414279744029,-8.6622149,115.1266893,-8.6433892,115.1349962,0.9653304530608828,13.390000343322754,0.25134071707725525,3286,,,,,78993970,1881611,
2019-09-10,1768.8628598127598,1957.4472616910934,-8.66516,115.1329451,-8.6418739,115.1424386,1.0002654685333012,8.880000114440918,0.25212812423706055,3071,,,,,82084229,2015225,
2019-09-11,1759.487049344068,1765.2833942174911,-8.6624458,115.1295929,-8.6433892,115.135387,1.0495018248930492,11.0600004196167,0.2895706295967102,3063,,,,121175,81418928,1944959,
2019-09-12,1666.019697369603,282.4544851779938,-8.6533969,115.1267412,-8.6432591,115.1350527,1.750050783722991,12.229999542236328,0.2636426091194153,1257,,,,,78736570,523160,
2019-09-13,1773.537593805539,1558.9476835727692,-8.6556704,115.1239312,-8.642248,115.1422759,1.5669265646236328,11.460000038146973,0.2909107804298401,3306,,,,,78353750,2307724,
2019-09-14,1771.4579181323336,1455.2771593034267,-8.6556959,115.1226487,-8.6433308,115.1365471,1.5795987564682936,15.84000015258789,0.2833947539329529,2584,,,,436001,81518412,1807051,
2019-09-15,1803.0632094061502,1951.4274052381516,-8.7448965,115.1343654,-8.5109011,115.2617766,0.8998798186153749,18.0,0.10416907072067261,3910,,,,,60466854,2768522,
2019-09-16,1998.0107239707368,5025.99495780468,48.8531011,2.2558065,49.0156379,2.5431977,1.173452874469512,6.0,0.27346864342689514,7715,,,,,73020146,6032097,
2019-09-17,2092.902186044588,6926.611133217812,45.6049395,2.2558078,48.8838842,5.2364619,1.2025223249535284,28.110000610351562,0.27806511521339417,11754,,,,,65869730,7608484,
2019-09-18,1744.8132572077639,437.8657832145691,45.5959142,5.2250819,45.604879,5.2345575,0.9024152318733977,11.239612579345703,0.09000128507614136,700,,,,1021617,83751587,738692,
2019-09-19,1827.1419887813058,2403.457803249359,45.5963136,5.2042756,45.6012729,5.2290531,0.8040508498244945,7.360000133514404,0.329753041267395,1772,,,,1634099,81568319,1450330,
2019-09-20,1667.4822684712642,215.06871223449707,45.5539998,5.2282419,45.6068038,5.8633641,1.5306791072341441,37.34336853027344,0.26441580057144165,947,,,,,81579128,547435,
2019-09-21,2179.6418994984374,2208.052381634712,45.6026858,5.8637993,46.1525653,6.7553705,1.8070190336358143,37.36054611206055,0.02558152750134468,4546,,,,6156519,66056794,2465882,
2019-09-22,1667.1281765910308,101.46637678146362,46.1061993,6.4607323,46.139638,6.7443831,0.42346558116961136,1.1399999856948853,0.33367815613746643,1841,,,,,78416326,541558,
2019-09-23,1760.94468026268,5617.447932720184,45.5889373,5.1998252,45.607814,5.2471859,0.8179323400537808,22.345096588134766,0.3126085698604584,1000,,,,1694892,77176960,286601,
2019-09-24,1723.0400998561963,1700.5311646461487,45.5754628,5.221591,45.5971935,5.2291152,1.0720333755342482,13.698023796081543,0.3231472671031952,2425,,,,,83684639,1467680,
2019-09-25,1635.3688511202643,,45.5963807,5.2285359,45.596568,5.2287581,0.7194085187479513,3.4781575202941895,0.6035895347595215,155,,,,,85504814,14422,
2019-09-26,1772.39622814417,4947.470854997635,45.5962882,5.2046502,45.6066637,5.2287959,1.5333497703829881,6.900000095367432,0.14009876549243927,241,,,,2112506,83784861,30177,
2019-09-27,1818.799943237752,1180.2856740951538,45.5958014,5.2195954,45.7944368,5.3051013,2.011288483628234,22.35767936706543,0.39435476064682007,2134,,,,1634497,72446511,1013223,130833
2019-09-28,1699.6850026872369,686.9632631540298,45.5954382,5.2284089,45.5970751,5.2309447,1.1207122040482507,7.027522563934326,0.3109837770462036,1303,,,,,84836155,1081929,
2019-09-29,1709.9404603634616,908.7016524076462,45.595621,5.2280426,47.4954943,6.4075603,5.268759198979325,37.31999969482422,0.5165725946426392,3599,,,,,70006486,1040287,92945
2019-09-30,1736.2747996214123,1428.0054626464844,45.7728622,5.2787767,47.4440503,6.3744463,3.153957700558229,52.882728576660156,0.33367815613746643,2962,,,,,66353417,1682386,
2019-10-01,1819.5666986476847,6251.100515842438,45.5775861,5.2106073,45.7647031,5.2969472,2.1589772216106917,19.471349716186523,0.26275432109832764,1418,,,,1945598,79228783,991554,
2019-10-02,1686.1265712530994,492.2006286382675,45.5964033,5.2284463,45.5964889,5.2286379,0.4896598372684092,1.46428644657135,0.33799928426742554,1273,,,,,83026541,856891,
2019-10-03,1890.6546208752802,6238.825316309929,45.566291,5.2051589,45.5968165,5.2761622,1.2793185949905015,14.728636741638184,0.0,1496,,,,2634566,44900974,1432970,
2019-10-04,1711.3862765661954,107.03684616088867,45.5915743,5.2285968,45.5965462,5.2471569,0.7194188379226212,1.52653968334198,0.26788491010665894,803,,,,842723,84032393,375142,
2019-10-05,1697.429451868281,856.6602251529694,45.5937643,5.2158678,45.5992576,5.2366161,1.6920780136701719,15.443436622619629,0.2880660891532898,1716,,,,,43321031,1044492,
2019-10-06,1878.3453637710122,2978.5650656223297,48.8142719,2.2550958,48.8864872,2.3409983,0.5893051655597425,18.0,0.12260813266038895,4578,,,,362372,75805334,3659872,
2019-10-07,1857.1437364555247,3229.037313103676,25.2483326,2.2558138,49.0168997,51.6149461,0.9349526074286805,27.030000686645508,0.2653418183326721,7524,,,,,73274493,3695403,
2019-10-08,2068.4631959913986,5487.57696185261,24.8421396,51.5009968,25.3261662,51.617382,3.43732193588811,79.06071472167969,0.044110700488090515,10654,,,,,64381455,7198707,
2019-10-09,1802.8535115807474,2203.4135135412216,-8.6591068,51.5399626,25.2845022,115.1345885,1.2398641600301037,27.321083068847656,0.2558199167251587,4592,,,,,68497354,2794304,
2019-10-10,1697.983526434271,379.44891476631165,-8.6592094,115.1309343,-8.6527741,115.1357029,0.6218546528784306,0.9670737385749817,0.24963733553886414,1620,,,,,71921963,1053690,
2019-10-11,1857.116274957263,2144.3623604774475,-8.6591504,115.1292252,-8.6469179,115.1354315,0.6214606463058716,9.053764343261719,0.2514543831348419,2724,,,,945394,46531966,2684173,
2019-10-12,1848.6737357581774,1857.5899655222893,-8.6618411,115.1265392,-8.6516697,115.1360318,0.6931237447543177,11.571261405944824,0.06568751484155655,4176,,,,976659,80412267,2491116,
2019-10-13,1695.3444416252262,288.36258029937744,-8.6600293,115.1333758,-8.6462307,115.1361842,1.6377616459229363,5.285445213317871,0.2891877293586731,1172,,,,,75806732,862559,64634
2019-10-14,1761.51299175745,1785.4620079994202,-8.6616055,115.1266613,-8.6523843,115.1346901,1.6014326486337918,9.768670082092285,0.3460833728313446,3864,,,,,79738308,2108142,
2019-10-15,1735.8859730052368,415.2770895957947,-8.661969,115.1326455,-8.6560946,115.1350304,0.9333496671031897,11.963068962097168,0.3550337851047516,1203,,,,790880,76772343,698092,61034
2019-10-16,1867.0937817421604,3031.7979929447174,-8.662016,115.1258153,-8.6518431,115.1347317,2.487289859351389,14.545679092407227,0.29504871368408203,5095,,,,341179,74780865,3495780,
2019-10-17,1818.6297821698113,2687.010500192642,-8.6621363,115.1266886,-8.653434,115.1347162,1.525963660813063,3.3345425128936768,0.22963418066501617,4595,,,,,81630672,2923005,
2019-10-18,1755.4861554291354,1294.8439841270447,-8.6687751,115.1266646,-8.6514606,115.1412306,0.9333819816165418,10.584611892700195,0.047569263726472855,2866,,,,,82205884,1867182,61826
2019-10-19,1802.9510479382643,1009.048041343689,-8.661549,115.1324037,-8.6547389,115.1412986,1.1204768832659247,2.2484123706817627,0.2605787217617035,1973,,,,1026914,83197151,1697988,
2019-10-20,1831.0491462206744,2605.5064442157745,-8.6620118,115.1250522,-8.648012,115.1354144,0.9113551096740654,11.39985466003418,0.060989830642938614,5062,,,,,79810587,3262290,
2019-10-21,1736.4009566781915,1443.2951216101646,-8.6591898,115.1162758,-8.6246199,115.1435663,1.2858708238082968,16.609464645385742,0.2945989668369293,3775,,,,,80052088,1691335,
2019-10-22,1876.8196223210641,2711.018018603325,-8.6601681,115.1128163,-8.6243672,115.1309225,0.8708447422214554,12.279596328735352,0.26323202252388,5487,,,,71159,78655616,3739916,90367
2019-10-23,1814.9922193286536,1845.8491361141205,-8.6579871,115.1240139,-8.6432418,115.149571,1.1164631599106534,13.12026596069336,0.3336781859397888,3016,,,,1157706,72638075,1720348,
2019-10-24,1851.7914955634387,3195.962134718895,-8.6643359,115.1254993,-8.6408555,115.139048,1.1856155316992185,15.961548805236816,0.25064536929130554,4135,,,,691838,75245755,2854089,
2019-10-25,1896.2767461806407,4544.613535404205,-8.6617215,115.1252421,-8.6413208,115.1422633,0.996136071668628,9.753308296203613,0.2452581226825714,4653,,,,1384124,77179559,2865079,
2019-10-26,1733.7359672741807,950.0804672241211,-8.6616344,115.1252375,-8.6405078,115.1390652,1.1921892294966314,12.361449241638184,0.3271608054637909,2456,,,,,77627290,1647103,
2019-10-27,1872.2542347547594,4002.062511920929,-8.6627906,115.1252303,-8.6400074,115.1426411,1.2812093568322516,14.886082649230957,0.01946360617876053,5917,,,,363719,67101406,4988982,
