Date,Average weight (kg),Max weight (kg),Min weight (kg),Calories (kcal),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Step count,Distance (m),Average speed (m/s),Max speed (m/s),Min speed (m/s),Move Minutes count,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2019-05-19,,,,1797.5841547423233,3.0,3,-8.6617225,115.1269857,-8.6567091,115.1330295,4121,2378.5098412036896,0.8684396112669328,8.210000038146973,0.33910071849823,47,,51525500,2656095,
2019-05-20,,,,1717.7853519514995,,,,,,,2124,883.9337995648384,0.6433925121653702,4.0,0.31143295764923096,31,,80251644,1382357,
2019-05-21,,,,1775.963233852119,9.0,9,-8.6612811,115.1282436,-8.6549059,115.1320355,4029,1736.679144833237,0.794236091042003,12.25,0.305614173412323,50,,74265823,2347986,
2019-05-22,,,,1815.9226945574146,27.0,27,-8.6549103,115.1306461,-8.6548869,115.1307476,1866,592.039592385292,0.5411555900764772,8.8100004196167,0.04624849185347557,52,1741717,80878211,1149054,
2019-05-23,,,,1788.543760956511,16.0,16,-8.660181,115.1282127,-8.6526608,115.1319238,2093,1959.144066810608,0.9823355464283908,2.258474111557007,0.26093190908432007,41,1019136,81672966,1467175,
2019-05-24,,,,1679.810668466047,,,,,,,1677,158.93702602386475,3.0020955086367263,9.0,0.3440411388874054,19,,80739146,752060,
2019-05-25,,,,1967.6345961479394,20.0,20,-8.1932457,115.1347776,-8.1723532,115.1847645,8849,3718.973421216011,4.321756280164706,21.1299991607666,0.18304277956485748,112,,59764098,4931982,257659
2019-05-26,,,,1883.5563026775453,11.0,11,-8.2597387,115.0661702,-8.2571518,115.0709043,5967,2786.5122523605824,0.9731711197066117,5.96999979019165,0.0,87,435732,79348084,3667930,
2019-05-27,,,,2096.604726432721,23.0,23,-8.2666058,115.0911707,-8.2500693,115.1038771,11912,6004.296339809895,2.3888537673642123,19.450000762939453,0.0702734887599945,138,,67933374,7479541,61465
2019-05-28,,,,1745.0976000625994,1.0,1,,,,,3712,1060.9698770046234,0.7610709436000073,2.1600000858306885,0.15710397064685822,53,,79738524,1835682,
2019-05-29,,,,1693.680828957774,,,,,,,1913,636.2445368766785,0.7329515154693452,10.960000038146973,0.06638655066490173,23,,79082150,982276,
2019-05-30,,,,1814.7497053333025,4.0,4,-8.6616987,115.1289105,-8.6585731,115.1342996,4423,2017.3771967589855,0.7014223108222399,4.104531764984131,0.31890246272087097,60,,78503591,2833949,69231
2019-05-31,,,,1727.9740038005405,10.0,10,,,,,2530,481.17017459869385,0.6880212393833979,2.630000114440918,0.33497315645217896,39,683790,82095336,820389,
2019-06-01,,,,1824.8543573389572,1.0,1,-8.6616382,115.1286292,-8.6581228,115.1329902,4293,2170.639294862747,0.6036087367542435,3.7200000286102295,0.2673119604587555,56,,81416070,3159470,
2019-06-02,,,,1802.6798550216358,2.0,2,-8.6517537,115.1286358,-8.6517537,115.1286358,4408,2182.125329732895,0.5761865031997783,1.2949597835540771,0.25652623176574707,53,,79816797,2791425,
2019-06-03,,,,1794.502499445293,9.0,9,-8.6663699,115.126263,-8.6560052,115.1388896,4636,2386.8818106651306,1.7890420501676234,5.0,0.13643094897270203,47,,78774762,2497104,69575
2019-06-04,,,,1930.0020115009202,18.0,18,-8.6616759,115.1279709,-8.6431261,115.1422664,5052,4003.5692623257637,1.0403649161754156,14.069999694824219,0.1461350917816162,80,1143043,76003897,3352765,124642
2019-06-05,,,,1791.9759113513394,,,-8.6613232,115.1284082,-8.6580116,115.1332179,3904,1774.9443720579147,0.6419644918513799,2.0299999713897705,0.2492688149213791,48,,79470099,2613758,
2019-06-06,,,,1803.5607694558228,13.0,13,-8.6601446,115.1282702,-8.6581208,115.1309815,3320,1634.6820755004883,3.166010927585583,9.109999656677246,0.26694250106811523,44,704076,79880033,2053276,
2019-06-07,,,,1789.29322477157,1.0,1,,,,,4108,1153.4776916503906,1.2338722824700017,4.239999771118164,0.14837568998336792,42,,75598680,1725787,365798
2019-06-08,,,,1802.290535058973,21.0,21,-8.6533887,115.1266474,-8.6533887,115.1266474,2542,476.4969701766968,0.8455676977923006,8.979999542236328,0.3085494637489319,49,1325437,76638015,1367858,
2019-06-09,,,,1766.3117064899752,2.0,2,-8.6618327,115.1283819,-8.6571797,115.1333508,3428,1491.6893708705902,0.9812319891656859,4.599999904632568,0.3002448081970215,41,,76103055,2187789,
2019-06-10,,,,1904.4123978027435,39.0,39,,,,,2608,916.1781035959721,2.603706150453097,13.1899995803833,0.08601617068052292,78,2441576,37981215,1869531,
2019-06-11,,,,1690.0048611852717,,,,,,,1613,500.7249298095703,0.7499005893130943,1.0963709354400635,0.3225555419921875,21,,46198071,921262,
2019-06-12,,,,1872.612556475,4.0,4,-31.9416662,115.1656907,-8.742838,115.9753644,5932,2560.8302305936813,39.138783988102155,192.39999389648438,0.24029378592967987,86,,75455916,3952154,
2019-06-13,,,,1891.3278824072843,11.0,11,-31.9558453,115.8373747,-31.9494252,115.8585339,5412,3545.732487156987,0.9817074140783363,38.0,0.17852510511875153,73,,79608893,4129212,
2019-06-14,,,,1984.5442323754326,13.0,13,-31.9589158,115.8198387,-31.9392221,115.8719955,8318,4858.720364570618,1.003120701067195,18.469999313354492,0.04691746458411217,105,,76721816,5808345,
2019-06-15,,,,2045.2734472924526,13.0,13,-31.9848646,115.818026,-31.9547651,115.8651749,9012,5330.958223104477,3.720349256484543,71.0,0.10310465097427368,104,,75334091,6753029,
2019-06-16,,,,1774.4293441497412,2.0,2,,,,,2595,992.170956492424,4.606616052149222,30.0,0.2519904673099518,27,,80529965,2303291,
2019-06-17,,,,2013.7867559663928,13.0,13,-32.3695686,116.0069917,-32.3651638,116.0219629,8891,4758.033542332705,4.384652647342447,29.510000228881836,0.226736381649971,131,,66982962,6277944,
2019-06-18,,,,1971.1360750774002,36.0,36,-31.9683991,115.8676625,-31.9566442,116.0771756,7412,4230.821297168732,2.5555412971976783,41.0,0.300310343503952,100,824340,65676782,4706081,
2019-06-19,,,,2096.303813301036,40.0,34,-31.9578932,115.134045,-30.5934548,115.8709084,11849,6607.286260768771,17.784681846615317,121.0,0.2818296253681183,154,,23179940,7664943,
2019-06-20,,,,1812.1666885783131,2.0,2,-31.957884,115.8708872,-31.957884,115.8708872,2891,1405.0737566947937,1.3476546412905794,3.0,0.27806511521339417,37,,82065933,2948883,
2019-06-21,,,,2029.1034817238635,25.0,25,-31.9653045,115.833418,-31.9556749,115.8727418,9869,5080.1377947330475,0.9461277061047326,26.0,0.3178657293319702,111,,74984757,6548279,
2019-06-22,,,,1820.5012595582677,18.0,18,,,,,3059,1633.246685743332,0.6590691794287086,1.3371388912200928,0.2891877293586731,45,664715,81416261,2376533,
2019-06-23,,,,1826.6352968534447,4.0,4,-31.9443589,115.1660429,-8.7425331,115.9731753,5786,2217.2848346829414,2.3817811765934325,89.0,0.2558199167251587,86,,68667347,3189030,
2019-06-24,,,,2125.332760278952,54.0,54,-8.8162494,115.088511,-8.7960677,115.1192863,7597,7762.308046936989,12.776165129084077,44.0,0.02593907341361046,141,2857313,70763644,5052138,
2019-06-25,,,,1841.687682374526,4.0,4,-8.8077714,115.1105314,-8.8052176,115.1138473,5222,2553.282977104187,2.5016420980625234,46.0,0.251825213432312,62,,72398127,3438867,
2019-06-26,,,,1801.8443829711596,1.0,1,-8.6617884,115.1278208,-8.6575143,115.1330466,4097,1894.806746006012,0.8759564569581284,3.059999942779541,0.27806511521339417,47,,78699177,2777556,
2019-06-27,,,,1878.7490634631095,13.0,13,-8.6623137,115.131462,-8.660844,115.1335847,3678,1809.122916817665,0.8042398720674583,2.559999942779541,0.30078065395355225,61,732001,75947360,3271381,
2019-06-28,,,,1661.8566111381806,,,,,,,955,70.67986488342285,0.5479649714974345,1.7599999904632568,0.3204241096973419,6,,83194039,454061,
2019-06-29,,,,1812.2332629677855,10.0,10,-8.6618084,115.1281149,-8.6577844,115.1329447,3374,1502.4219071865082,1.363583524057148,11.779999732971191,0.4965790808200836,45,607434,78772702,2300544,
2019-06-30,,,,1652.8737273963525,,,,,,,826,181.49783092737198,1.6000322972562735,14.90999984741211,0.3899533152580261,4,,81367331,304965,
2019-07-01,,,,1914.626737259366,21.0,21,-8.6622383,115.1281498,-8.6572108,115.1334556,4427,2705.0744301080704,0.9484926363994141,8.3100004196167,0.3313840925693512,68,1197191,74204135,3191080,
2019-07-02,,,,1790.5589272825937,1.0,1,-8.6617981,115.1280515,-8.6476099,115.1329154,4003,1905.170174151659,1.3336355087484997,16.06999969482422,0.26349925994873047,49,,47858280,2590242,
2019-07-03,,,,1682.1782247822691,,,,,,,1502,566.8248564004898,0.8331957734799637,13.729999542236328,0.20058657228946686,16,,78851405,791355,
2019-07-04,,,,1736.3616829062557,,,,,,,2378,1043.4635378718376,1.680738170065654,13.5600004196167,0.311665803194046,33,,80728625,1690683,
2019-07-05,,,,1774.590938967014,,,,,,,2473,1350.7106729745865,1.3953713629587359,11.09000015258789,0.029574302956461906,28,,80410700,2244764,
2019-07-06,,,,1897.5931914259613,39.0,39,-8.6597981,115.125606,-8.6541122,115.1308758,2428,1189.0267151584849,1.4486708796687469,15.430000305175781,0.3225555419921875,68,2411362,79377835,1788649,
2019-07-07,,,,1754.3104640593667,12.0,12,-8.660211,115.1298332,-8.6592004,115.130956,2332,741.7536091804504,1.547522268035283,10.09000015258789,0.24439792335033417,43,762914,81627179,1172917,
2019-07-08,,,,1734.7788008613522,,,,,,,2048,845.3274059891701,0.6716996229376684,14.430000305175781,0.051993995904922485,22,,78994508,1664411,
2019-07-09,,,,1758.6959771903346,,,,,,,2016,872.6604418158531,0.9889013690852759,14.390000343322754,0.1635580062866211,21,,74019306,1633682,187637
2019-07-10,,,,1745.2544096633392,,,,,,,1636,814.3548741340637,1.361250647424453,17.8799991607666,0.26033616065979004,16,,54493552,1293267,239104
2019-07-11,,,,1774.1306233481428,2.0,2,,,,,3146,1482.0396013259888,0.7145620262322122,1.2899467945098877,0.300310343503952,41,,79753379,2317569,
2019-07-12,,,,1709.3961554511254,8.0,8,-8.6433705,115.134332,-8.6433705,115.134332,1592,418.4294352531433,1.345935138402343,16.81999969482422,0.3127051591873169,23,531584,78231084,639065,
2019-07-13,,,,2032.9017219619493,11.0,11,-8.3351612,115.3774841,-8.2404636,115.6547353,9775,4237.069770812988,3.2205575281695724,20.06999969482422,0.028124362230300903,126,,58299749,6354974,95358
2019-07-14,,,,1779.6007969808643,8.0,8,-8.4600253,115.5090555,-8.458715,115.5110207,3611,869.8028231263161,2.9682663642541063,22.729999542236328,0.060415755957365036,44,,64236182,2408360,
2019-07-15,,,,1723.7546076686588,1.0,1,-8.6591511,115.1299476,-8.6591511,115.1299476,2455,992.7287022992969,1.1217235769731042,13.479999542236328,0.26694250106811523,31,,81448311,1481433,
2019-07-16,,,,1753.4103133583642,,,,,,,1832,630.4816329479218,0.5640186776487073,1.3300000429153442,0.2558199167251587,20,,82424429,1394473,254091
2019-07-17,,,,1751.2067436233897,2.0,2,-8.6614668,115.1285932,-8.6580576,115.1323251,4693,1493.6930760145187,2.609587704143997,13.15999984741211,0.3038270175457001,54,,77954897,1937080,
2019-07-18,,,,1675.93146058033,,,,,,,1461,315.42941123247147,1.6788003006428989,15.9399995803833,0.010275117121636868,14,,75667334,687675,
2019-07-19,,,,1681.4230722924763,,,,,,,1570,424.51110339164734,0.6713075485687786,8.609999656677246,0.28636661171913147,18,,79488684,778822,
2019-07-20,,,,2294.0308038854987,36.0,36,-8.7447209,103.8503119,1.3387679,115.1684199,15820,10626.923133440316,30.400359882767404,240.47000122070312,0.05730700492858887,197,,57130654,10753866,
2019-07-21,,,,2201.6124432079273,8.0,8,1.2514515,103.8150935,1.3490828,103.8518203,11471,6548.50900632143,0.8479983820580623,8.59000015258789,0.3066836893558502,156,,68766360,9412839,
2019-07-22,,,,2051.58426400637,6.0,6,-8.7419574,103.8509633,1.3007946,115.1666056,8258,4196.550370335579,2.4458481498298523,52.0,0.2708170711994171,125,,69388323,6922697,
2019-07-23,,,,1711.005669544511,1.0,1,,,,,1288,916.9532063007355,1.0041186867040697,15.569999694824219,0.2558199167251587,13,74262,70826606,756885,161500
2019-07-24,,,,1831.176862193398,,,-8.6615143,115.1286657,-8.6581134,115.1324868,4047,1908.4091824293137,0.5943817060385485,1.3799999952316284,0.26694250106811523,48,,70762305,3264413,
2019-07-25,,,,1836.868740152005,9.0,9,-8.6616944,115.128294,-8.6528638,115.1330608,3962,2746.4790799617767,0.6736392429364735,14.850000381469727,0.023913590237498283,53,628963,77127318,2686424,
2019-07-26,,,,1761.545829091339,,,-8.6620805,115.1293965,-8.6591428,115.1330812,2813,1298.300579726696,1.6610656365591536,14.989999771118164,0.2460351288318634,33,,75054297,2108688,
2019-07-27,,,,1721.8975709125732,,,-8.6618062,115.1296846,-8.6591575,115.1331375,2533,1225.4483950138092,2.8949336361108204,13.319999694824219,0.33959680795669556,29,,81726644,1450611,
2019-07-28,,,,1788.5128494266535,5.0,5,-8.6484436,115.1087653,-8.6451182,115.116619,3919,1898.61928743124,1.1572216286926735,18.75,0.5,42,,80321514,2556279,
2019-07-29,,,,1708.8618761293114,8.0,8,,,,,743,325.25427865982056,0.6177844725633757,1.0817203521728516,0.5299999713897705,15,581925,79420119,450985,70673
2019-07-30,,,,1803.466944704912,22.0,22,-8.6625736,115.1297467,-8.6590373,115.1338424,3388,3250.1496745944023,0.7385958187469605,14.6899995803833,0.25252765417099,45,799197,79542287,1947763,
2019-07-31,,,,1806.9716437274774,6.0,6,-8.6638519,115.1290904,-8.6587869,115.1350941,4898,2173.656437546015,0.6797646009658583,2.1700000762939453,0.24177992343902588,54,,77668530,2862658,
2019-08-01,,,,1781.7541775782925,1.0,1,-8.6617288,115.1287177,-8.6580932,115.1330228,2768,1461.495787024498,0.7982075297712801,12.430000305175781,0.25972986221313477,31,,79092600,2004617,192805
2019-08-02,,,,1739.6449519957478,,,,,,,1928,1049.975016117096,1.411732792108778,15.880000114440918,0.167254239320755,20,,80328873,1745180,
2019-08-03,,,,1738.19547595303,4.0,4,-8.66172,115.1299286,-8.659241,115.1327936,2433,1154.1570273637772,2.071592053352939,17.600000381469727,0.26178407669067383,23,,80210351,1721121,
2019-08-04,,,,1699.624237465795,,,,,,,1291,381.6230049133301,0.7649107970586064,1.9299999475479126,0.28292685747146606,9,,80670092,1080923,
2019-08-05,,,,1671.3748991353723,,,,,,,1233,244.13976955413818,0.8686630214047042,16.989999771118164,0.33367815613746643,13,,78822988,612045,
2019-08-06,,,,1780.1839059340437,17.0,17,-8.661469,115.1289576,-8.6436252,115.1365766,3126,2869.8616639375687,0.7897375064957561,13.890000343322754,0.13858263194561005,42,578126,80419590,1799930,
2019-08-07,,,,1772.8030569995765,5.0,5,-8.6616156,115.128661,-8.6579361,115.1329331,3037,1743.9647004157305,0.8658610174215129,16.09000015258789,0.26694250106811523,33,,79297042,2295531,
2019-08-08,,,,1760.0424037260439,,,-8.6606846,115.1288764,-8.6581473,115.1312733,3477,1699.0113096237183,0.9227439719164717,13.970000267028809,0.05704518035054207,41,,74663854,2083734,
2019-08-09,,,,1752.7171138868289,22.0,22,,,,,1032,118.74359130859375,1.1617351633665758,3.0799999237060547,0.3080534338951111,32,1395232,81503356,470426,
2019-08-10,,,,2107.989775419224,15.0,15,-8.3220746,114.7248991,-8.3034549,114.7345315,11292,6940.969249725342,3.1525172172574507,21.670000076293945,0.2724168300628662,148,,60419084,7676200,
2019-08-11,,,,1759.1490236847317,1.0,1,-8.6110056,115.0827496,-8.6082534,115.0839697,3296,1238.8335582017899,2.5886213098128104,21.809999465942383,0.36932823061943054,37,,73316358,1930113,60890
2019-08-12,,,,1675.7176377917533,,,,,,,1607,306.9001359939575,0.9439987155049431,9.050000190734863,0.3225555419921875,18,,78173773,684123,
2019-08-13,,,,1720.496168621489,15.0,15,,,,,917,155.1463531255722,1.076647398533527,16.15999984741211,0.03497576341032982,23,934381,76052339,428350,
2019-08-14,,,,1763.5306738946385,,,-8.66178,115.1288741,-8.6582497,115.1328844,3378,1798.5144501924515,1.098201335202473,10.739999771118164,0.09456034004688263,42,,79479568,2141630,
2019-08-15,,,,1790.749390944685,6.0,6,-8.6610896,115.127227,-8.6573214,115.1315896,4560,2159.1463758051395,0.8047250031885363,10.390000343322754,0.24507959187030792,59,,78275933,2593401,
2019-08-16,,,,1664.659740314258,,,,,,,1210,247.46824193000793,2.5762680955237194,8.550000190734863,0.171296626329422,9,,80836609,500587,
